0.6054,-0.3134,0.3935
0.6368,-0.2797,0.4838
0.5183,-0.2,0.661
0.4897,-0.2946,0.3823
0.4325,-0.2286,0.3883
0.4535,-0.2187,0.4031
-0.1504,-0.4947,0.4867
0.4104,-0.1503,0.34
0.5097,-0.1513,0.057
0.4994,-0.1895,0.5529
0.3987,-0.2327,0.5488
0.4111,-0.1481,0.5089
0.3677,-0.0059,0.6266
0.3294,-0.1215,0.7709
-0.192,-0.2958,0.7738
0.3242,-0.0086,0.7596
0.4823,-0.331,0.584
-0.3245,-0.3071,0.5681
0.7323,-0.5648,0.5645
0.3137,-0.456,0.5685
0.0755,-0.4566,0.4203
0.1676,-0.4476,0.8127
0.5704,-0.3723,0.7951
0.5043,-0.3886,0.4256
0.434,-0.2229,0.5851
0.4796,-0.8144,0.5068
0.0345,-0.0486,0.5606
-0.1325,-0.1818,0.7632
0.2785,-0.4597,0.0408
-0.044,-0.2514,0.3655
0.1094,-0.5453,0.1356
-0.0949,-0.4178,0.5369
-0.0417,-0.3147,0.476
-0.0787,-0.3453,0.729
-0.0742,-0.2324,0.7281
-0.1985,-0.1989,0.7315
0.3644,-0.1812,0.5833
-0.2251,-0.3554,0.6832
-0.1523,-0.4564,0.3891
-0.1023,-0.4619,0.2163
-0.1118,-0.5365,0.4556
-0.1376,-0.58,0.7465
-0.153,-0.6531,0.6439
-0.1851,-0.7626,0.6542
-0.1456,-0.7227,0.722
-0.0988,-0.6743,0.8253
-0.046,-0.6893,0.7908
0.0367,-0.7488,0.6063
0.0027,-0.457,0.4495
0.2315,-0.5207,0.7871
0.4232,-0.4635,0.5474
0.1891,-0.5479,0.3957
0.1723,-0.5406,0.4909
0.3182,-0.5668,0.428
0.3587,-0.4253,0.2637
-0.0143,-0.8244,0.5202
-0.0701,-0.6205,0.7292
0.4472,-0.9267,0.8193
0.3924,-0.8227,0.435
0.4226,-0.6601,0.5305
0.5389,-0.6995,0.4372
0.3965,-0.9854,0.5381
0.5228,-0.8311,0.8287
0.5093,-0.886,0.897
0.0327,-0.6371,0.5469
0.4975,-0.5652,0.138
0.5116,-0.55,0.2444
0.4876,-0.4981,0.1719
0.7377,-0.4769,0.8205
0.5815,-0.5034,0.352
0.4921,-0.5533,0
0.5576,-0.5489,0.4064
0.5845,-0.4926,0.2457
0.5216,-0.4429,0.3884
0.5489,-0.3483,0.3274
0.5705,-0.3584,0.9043
0.589,-0.2617,0.4851
0.5727,-0.3228,0.3182
0.5295,-0.2339,0.1955
0.8636,-0.4009,0.5892
0.5915,-0.2071,0.902
0.5587,-0.1789,0.7492
0.5052,-0.1061,0.5074
0.5037,-0.2182,0.6281
0.4606,-0.0881,0.6074
0.3457,-0.0702,0.9186
0.2056,-0.1624,0.6829
0.3482,-0.0485,0.7952
0.3246,-0.176,0.7722
0.25,-0.0532,0.6449
0.4894,-0.6287,0.594
-0.1273,-0.2802,0.9064
0.0035,-0.4219,0.8689
0.1654,-0.1939,0.8435
-0.0871,-0.1791,0.8269
0.2893,-0.1237,0.6894
0.2039,-0.5319,0.6982
0.1369,-0.6006,0.5188
-0.0323,-0.4766,0.8738
0.4048,-0.6264,0.6926
-0.0304,-0.4247,0.5399
-0.1183,-0.359,0.8728
-0.1579,-0.3959,0.546
-0.0845,-0.3556,0.7004
-0.1333,-0.3438,0.8706
0.0008,-0.4068,0.728
-0.0638,-0.4723,0.6669
-0.0178,-0.5577,0.634
-0.0167,-0.6234,0.5845
-0.1467,-0.6592,0.9656
-0.0475,-0.7364,0.8556
-0.0273,-0.7264,0.8424
-0.1981,-0.6345,0.8066
0.0206,-0.7477,0.9979
0.0477,-0.6767,0.7976
0.2391,-0.6534,1.0396
0.1304,-0.3729,0.9991
0.2753,-0.6841,1.0753
0.4313,-0.7714,0.9052
0.5682,-0.4011,0.8397
0.5088,-0.5423,0.6166
0.3457,-0.817,0.8953
0.3776,-0.7735,0.8839
0.3597,-0.8204,0.8191
0.4141,-0.5257,0.4805
0.336,-0.8148,0.7066
0.4996,-0.6002,0.4346
0.5733,-0.6852,0.6538
1.2333,-0.4214,0.3067
0.3357,-0.4654,0.4756
0.4179,-0.6066,0.5758
0.3272,-0.2271,0.4747
0.5929,-0.5018,0.9441
0.4947,-0.6321,0.5331
0.476,-0.5758,0.7171
0.5538,-0.4297,0.4252
0.468,-0.3253,0.1856
0.5834,-0.2275,0.8243
0.5072,-0.1976,0.3982
0.366,-0.2035,0.7277
0.5246,-0.2154,0.3213
0.5031,-0.2147,0.5717
0.4369,-0.214,0.6269
0.3998,-0.1008,0.9802
0.4276,-0.8491,1.0811
-0.0902,-0.3737,0.8423
0.4166,-0.206,0.8551
-0.1475,-0.5263,0.7554
0.33,-0.2038,0.6583
0.3229,-0.1409,1.0093
-0.0643,-0.5025,0.6754
0.0505,-0.6352,0.8445
0.3597,-0.7464,0.8021
0.224,-0.2732,1.0302
0.0917,-0.8779,1.1387
0.0547,-0.2833,1.0684
0.0513,-0.131,1.1213
-0.0331,-0.3646,0.8333
-0.3041,-0.3265,0.8818
-0.0052,-0.3671,0.7867
-0.135,-0.3547,0.868
-0.0306,-0.4442,0.9697
-0.1326,-0.5365,1.024
-0.0679,-0.5297,0.8653
-0.062,-0.5389,0.683
-0.0681,-0.4476,0.7379
-0.0772,-0.4849,0.8158
-0.0406,-0.4964,0.8271
-0.0904,-0.6179,0.6312
0.0368,-0.6256,1.0705
0.0922,-0.6803,0.7187
-0.0213,-0.632,1.0473
0.1336,-0.5274,0.8042
-0.0085,-0.7721,0.9526
0.1569,-0.4221,0.7697
0.2181,-0.482,0.7837
0.2603,-0.5141,0.6081
0.2756,-0.8299,1.0197
0.3898,-0.821,1.0068
0.5211,-0.8881,0.9004
0.4426,-0.6809,0.571
0.4474,-0.5638,0.46
0.4878,-0.6431,0.5048
0.443,-0.3472,1.0541
0.4842,-0.9498,0.5071
0.543,-0.7389,0.7417
0.5297,-0.5587,0.759
0.3198,-0.2911,0.6612
0.5898,-0.2384,0.7921
0.4859,-0.5636,1.1443
0.513,-0.4922,0.8321
0.4149,-0.4209,0.5701
0.4669,-0.3026,0.4407
0.566,-0.4576,0.7503
0.4896,-0.3813,0.8651
0.5294,-0.2906,0.8335
0.4328,-0.2807,0.7487
0.4545,-0.2412,0.7303
0.3983,-0.3462,0.8655
0.4043,-0.1524,1.0177
0.4387,-0.2054,0.8098
0.5605,-0.0682,1.0121
0.3739,-0.2246,0.8964
0.0066,-0.2309,0.7718
0.1846,-0.7884,0.8392
0.2953,-0.4046,1.038
-0.0331,-0.5165,1.0056
0.2537,-0.4617,1.1586
0.0248,-0.1776,1.1079
0.2806,-0.4675,1.2116
0.3085,-0.4759,1.251
-0.1907,0.0169,1.0727
-0.0074,-0.2284,0.9661
0.0473,-0.3488,0.8691
-0.0096,-0.3995,1.1586
-0.0179,-0.4629,1.2222
-0.0238,-0.5566,0.6571
-0.1292,-0.443,1.1441
0.1328,-0.506,0.5455
-0.1081,-0.7278,0.8279
-0.2677,-0.7621,0.8089
0.0298,-0.702,0.8426
0.2378,-0.6317,1.1913
0.0424,-0.7663,1.1638
-0.1646,-0.7868,1.1466
0.0463,-0.7415,0.9524
0.1484,-0.5156,0.971
0.2574,-0.4809,0.7696
0.1629,-0.3345,0.7441
0.4425,-0.5958,0.9586
0.3769,-0.8027,1.167
0.3832,-0.706,0.8683
0.4694,-0.7218,0.9323
0.4617,-0.6723,0.7433
0.515,-0.8051,1.0045
0.5022,-0.6438,0.6834
0.54,-0.934,0.7788
0.3072,-0.4907,0.4493
0.5807,-0.6782,0.6838
0.6267,-0.6318,1.1456
0.5235,-0.6387,0.915
0.5239,-0.716,0.7045
0.5206,-0.5896,0.9017
0.5947,-0.4628,1.2461
0.5285,-0.4583,0.8824
0.4683,-0.431,0.9302
0.5506,-0.5991,0.2403
0.6294,-0.3439,1.275
0.3558,-0.4162,0.9222
0.0099,-0.5967,0.8441
0.3316,-0.1711,1.1128
0.0804,-0.4439,1.0597
0.3631,-0.476,1.0041
0.2606,-0.4072,1.2508
0.3536,-0.5308,1.3376
0.0573,-0.2493,1.2832
0.0563,-0.485,1.0165
0.1498,-0.3682,0.8981
0.0271,-0.3602,1.1578
0.0271,-0.3307,0.9994
-0.0266,-0.1896,1.2866
0.0548,-0.2376,1.3287
0.0309,-0.3532,1.3019
0.0806,-0.4367,1.1186
-0.0352,-0.5118,1.1468
0.0484,-0.5496,1.2291
0.0376,-0.589,1.2711
-0.0348,-0.6037,1.2545
-0.0216,-0.5574,1.1887
0.0203,-0.6269,1.2039
0.0496,-0.6798,1.1746
0.3396,-0.4152,1.0088
0.1929,-0.5108,1.1748
0.2801,-0.5598,1.0121
0.0891,-0.3482,0.954
0.3725,-0.7456,1.3491
0.1351,-0.6849,1.2629
0.0154,-0.3414,1.2517
0.1454,-0.2726,0.9981
0.3435,-0.6154,0.994
0.4249,-0.9942,0.6935
0.3547,-0.5741,1.0397
0.1789,-0.5256,0.8989
0.4919,-0.6327,1.4463
0.3876,-0.3496,1.1746
0.439,-0.7292,1.0983
0.4353,-0.7153,1.2846
0.3935,-0.6463,1.408
0.228,-0.4969,1.0292
-0.0258,-0.3624,1.3489
0.4797,-0.4429,1.0642
0.4423,-0.4005,1.113
0.5141,-0.4579,1.4603
0.424,-0.4277,1.4536
0.3642,-0.4297,1.0754
0.3553,-0.3281,1.2512
0.3361,-0.3573,1.0552
0.3608,-0.3303,1.1586
0.4457,-0.2399,1.4774
0.2993,-0.3353,1.0431
0.1761,-0.4732,1.353
0.3016,-0.7335,1.3606
0.3322,-0.2619,1.3941
0.0655,-0.3358,1.5344
0.4465,-0.3522,1.4337
0.0828,-0.4518,1.1714
0.0836,-0.32,1.1576
0.0506,-0.4431,1.3594
0.0731,-0.4489,1.2417
0.0286,-0.474,1.3525
0.0698,-0.4795,1.3502
0.0172,-0.4632,1.4235
0.0779,-0.5326,1.3296
0.0891,-0.6162,1.4188
0.3605,-0.5058,1.225
0.1239,-0.4996,1.1554
0.0859,-0.6399,1.4387
0.0689,-0.5165,1.2189
0.2338,-0.5668,1.2471
0.3567,-0.7323,1.3984
0.3748,-0.6682,1.3559
0.2006,-0.7801,1.1917
0.4146,-0.7665,1.295
0.1603,-0.5259,0.7854
0.4164,-0.4806,1.5032
0.4032,-0.5279,1.2443
0.4083,-0.5837,1.4156
0.6097,-0.9048,1.2709
0.4073,-0.5118,1.4942
0.3909,-0.4214,1.2072
0.4634,-0.3284,1.5207
0.4057,-0.3657,1.2846
0.3333,-0.5047,1.0263
0.4172,-0.3603,1.2111
0.598,-0.3027,1.1905
0.3492,-0.4128,1.1304
-0.5142,-0.5081,1.7383
0.5062,-0.8049,0.8676
0.1143,-0.8266,1.5697
0.2632,-0.4438,1.3754
0.2386,-0.3694,1.606
0.1835,-0.508,1.5979
0.125,-0.3429,1.6231
0.0514,-0.5233,1.4812
0.1067,-0.4103,1.385
0.0466,-0.3952,1.3134
0.0639,-0.3263,1.4908
0.0766,-0.3345,1.5573
0.0343,-0.3948,1.4031
0.017,-0.4357,1.4597
0.0284,-0.4411,1.4602
0.1141,-0.5555,1.2087
0.0777,-0.6049,1.5156
-0.2272,-0.676,1.2495
0.1094,-0.5885,1.5201
0.091,-0.6977,1.5008
0.0965,-0.5812,1.314
0.0659,-0.6163,1.4948
0.3379,-0.7744,1.5948
0.3519,-0.6351,1.3428
0.4059,-0.6329,1.3286
0.442,-0.714,1.4049
0.3154,-0.5486,1.4621
0.3677,-0.49,1.6392
0.6721,-0.9164,1.0332
0.3158,-0.3978,1.3796
0.4251,-0.4022,1.4196
-1.2333,-0.4708,1.7053
0.2717,-0.3182,1.7108
0.2118,-0.3912,1.5758
0.4037,-0.3609,1.3903
0.4182,-0.3635,1.3855
0.3812,-0.3791,1.628
0.2578,-0.2326,1.6069
0.2137,-0.5506,1.2117
0.1727,-0.6266,1.3084
0.2168,-0.4733,1.7113
0.3534,-0.482,1.5135
0.1317,-0.3722,1.7069
0.0978,-0.4455,1.4263
0.1408,-0.5006,1.4605
0.0697,-0.4805,1.6406
0.0748,-0.4297,1.6473
0.145,-0.4861,1.7282
0.1367,-0.5617,1.6051
0.1239,-0.5009,1.6748
0.2678,-0.6348,1.6994
0.2895,-0.5253,1.3977
0.369,-0.6434,1.4074
0.5238,-0.5846,1.8367
1.0583,-0.3229,2.0227
0.1736,-0.5833,1.1852
0.2601,-0.2917,1.685
0.3164,-0.3817,1.4456
0.3047,-0.4041,1.7121
0.251,-0.4306,1.762
0.151,-0.6079,1.5746
0.2173,-0.5499,1.7219
0.2873,-0.2422,1.7133
0.2559,-0.3063,1.7586
0.2626,-0.313,1.7737
0.3126,-0.3898,1.7965
0.3562,-0.4515,1.7832
0.2647,-0.5051,1.6393
0.2338,-0.5578,1.7138
0.1771,-0.4806,1.7241
0.1698,-0.4859,1.7369
0.2276,-0.4369,1.7502
0.1971,-0.5097,1.8384
0.2581,-0.5227,1.5896
0.2354,-0.6216,1.5845
0.3258,-0.4638,1.9352
0.278,-0.3886,1.9027
0.3437,-0.4028,1.8162
0.0478,-0.2623,1.744
-0.5459,-0.2313,1.8237
0.1997,-0.5098,1.9006
0.3015,-0.459,1.9533
0.1562,-0.5599,1.8271
0.2296,-0.4891,1.9991
0.1236,-0.4923,1.9144
-0.3475,1,2.0338
0.3364,-0.4466,2.0017
0.2844,-0.5067,1.8183
0.1115,-0.5661,1.8613
0.2888,-0.538,1.8014
0.3505,-0.4948,1.9523
0.283,-0.4257,1.789
0.4014,-0.3593,1.8548
0.2796,-0.4818,1.6164
0.2283,-0.5507,1.6025
0.1937,-0.5105,1.7889
0.1929,-0.5095,1.8993
0.1754,-0.5295,1.8151
0.2853,-0.3899,1.9831
0.1787,-0.5145,1.9303
0.4246,-0.5784,2.0589
0.2638,-0.5464,2.1403
